datetime,tile_id,city,app,day,hour,traffic,time
2019-03-21 01:00:00,25077,Lyon,Instagram,20190321,1,15002,1:00
2019-03-21 01:00:00,90804,Lyon,Instagram,20190321,1,13001,1:00
2019-03-21 03:00:00,56350,Lyon,Instagram,20190321,3,58072,3:00
2019-03-21 01:00:00,79546,Lyon,Instagram,20190321,1,3482,1:00
2019-03-21 00:00:00,84981,Lyon,Instagram,20190321,0,9834,0:00
2019-03-21 00:00:00,93123,Lyon,Instagram,20190321,0,13531,0:00
2019-03-21 04:00:00,55512,Lyon,Instagram,20190321,4,46913,4:00
2019-03-21 02:00:00,55176,Lyon,Instagram,20190321,2,6992,2:00
2019-03-21 04:00:00,81335,Lyon,Instagram,20190321,4,7097,4:00
2019-03-21 03:00:00,64074,Lyon,Instagram,20190321,3,17497,3:00
2019-03-21 02:00:00,37434,Lyon,Instagram,20190321,2,4543,2:00
2019-03-21 01:00:00,78242,Lyon,Instagram,20190321,1,19161,1:00
2019-03-21 04:00:00,98311,Lyon,Instagram,20190321,4,319,4:00
2019-03-21 05:00:00,58449,Lyon,Instagram,20190321,5,12757,5:00
2019-03-21 01:00:00,38952,Lyon,Instagram,20190321,1,6799,1:00
2019-03-21 02:00:00,58577,Lyon,Instagram,20190321,2,4483,2:00
2019-03-21 00:00:00,84450,Lyon,Instagram,20190321,0,28624,0:00
2019-03-21 05:00:00,33993,Lyon,Instagram,20190321,5,9363,5:00
2019-03-21 00:00:00,93945,Lyon,Instagram,20190321,0,67379,0:00
2019-03-21 04:00:00,56742,Lyon,Instagram,20190321,4,1339,4:00
2019-03-21 02:00:00,49558,Lyon,Instagram,20190321,2,7226,2:00
2019-03-21 01:00:00,103123,Lyon,Instagram,20190321,1,3941,1:00
2019-03-21 03:00:00,63793,Lyon,Instagram,20190321,3,12021,3:00
2019-03-21 05:00:00,67813,Lyon,Instagram,20190321,5,35161,5:00
2019-03-21 02:00:00,95067,Lyon,Instagram,20190321,2,3630,2:00
2019-03-21 03:00:00,60775,Lyon,Instagram,20190321,3,2035,3:00
2019-03-21 03:00:00,93109,Lyon,Instagram,20190321,3,11467,3:00
2019-03-21 02:00:00,92553,Lyon,Instagram,20190321,2,1716,2:00
2019-03-21 05:00:00,38855,Lyon,Instagram,20190321,5,11908,5:00
2019-03-21 02:00:00,74088,Lyon,Instagram,20190321,2,12681,2:00
2019-03-21 04:00:00,60725,Lyon,Instagram,20190321,4,27998,4:00
2019-03-21 01:00:00,25087,Lyon,Instagram,20190321,1,5743,1:00
2019-03-21 04:00:00,102876,Lyon,Instagram,20190321,4,1247,4:00
2019-03-21 03:00:00,41766,Lyon,Instagram,20190321,3,13577,3:00
2019-03-21 00:00:00,103165,Lyon,Instagram,20190321,0,10544,0:00
2019-03-21 01:00:00,75208,Lyon,Instagram,20190321,1,9302,1:00
2019-03-21 00:00:00,80950,Lyon,Instagram,20190321,0,5556,0:00
2019-03-21 03:00:00,61494,Lyon,Instagram,20190321,3,5151,3:00
2019-03-21 04:00:00,97677,Lyon,Instagram,20190321,4,459,4:00
2019-03-21 04:00:00,78576,Lyon,Instagram,20190321,4,4147,4:00
2019-03-21 00:00:00,41806,Lyon,Instagram,20190321,0,34442,0:00
2019-03-21 01:00:00,90483,Lyon,Instagram,20190321,1,44703,1:00
2019-03-21 03:00:00,64043,Lyon,Instagram,20190321,3,18601,3:00
2019-03-21 05:00:00,60640,Lyon,Instagram,20190321,5,42016,5:00
2019-03-21 03:00:00,36560,Lyon,Instagram,20190321,3,26584,3:00
2019-03-21 00:00:00,93900,Lyon,Instagram,20190321,0,64,0:00
2019-03-21 03:00:00,54739,Lyon,Instagram,20190321,3,4700,3:00
2019-03-21 01:00:00,48994,Lyon,Instagram,20190321,1,11339,1:00
2019-03-21 00:00:00,71066,Lyon,Instagram,20190321,0,172944,0:00
2019-03-21 05:00:00,8938,Lyon,Instagram,20190321,5,1595,5:00
2019-03-21 05:00:00,63753,Lyon,Instagram,20190321,5,13163,5:00
2019-03-21 03:00:00,83103,Lyon,Instagram,20190321,3,2698,3:00
2019-03-21 01:00:00,52374,Lyon,Instagram,20190321,1,45965,1:00
2019-03-21 00:00:00,64885,Lyon,Instagram,20190321,0,11546,0:00
2019-03-21 03:00:00,104828,Lyon,Instagram,20190321,3,2229,3:00
2019-03-21 03:00:00,67953,Lyon,Instagram,20190321,3,1617,3:00
2019-03-21 02:00:00,36829,Lyon,Instagram,20190321,2,2025,2:00
2019-03-21 03:00:00,9240,Lyon,Instagram,20190321,3,1432,3:00
2019-03-21 01:00:00,79644,Lyon,Instagram,20190321,1,66244,1:00
2019-03-21 02:00:00,37473,Lyon,Instagram,20190321,2,3131,2:00
2019-03-21 05:00:00,70335,Lyon,Instagram,20190321,5,7361,5:00
2019-03-21 02:00:00,90778,Lyon,Instagram,20190321,2,13927,2:00
2019-03-21 04:00:00,50346,Lyon,Instagram,20190321,4,14454,4:00
2019-03-21 03:00:00,66188,Lyon,Instagram,20190321,3,19205,3:00
2019-03-21 01:00:00,74947,Lyon,Instagram,20190321,1,13668,1:00
2019-03-21 03:00:00,69281,Lyon,Instagram,20190321,3,50086,3:00
2019-03-21 02:00:00,75239,Lyon,Instagram,20190321,2,13030,2:00
2019-03-21 04:00:00,84517,Lyon,Instagram,20190321,4,13585,4:00
2019-03-21 04:00:00,36631,Lyon,Instagram,20190321,4,17440,4:00
2019-03-21 02:00:00,90489,Lyon,Instagram,20190321,2,24756,2:00
2019-03-21 00:00:00,81318,Lyon,Instagram,20190321,0,40628,0:00
2019-03-21 02:00:00,8084,Lyon,Instagram,20190321,2,1567,2:00
2019-03-21 02:00:00,53750,Lyon,Instagram,20190321,2,16620,2:00
2019-03-21 05:00:00,61887,Lyon,Instagram,20190321,5,17074,5:00
2019-03-21 05:00:00,60589,Lyon,Instagram,20190321,5,4622,5:00
2019-03-21 03:00:00,64155,Lyon,Instagram,20190321,3,64132,3:00
2019-03-21 01:00:00,46913,Lyon,Instagram,20190321,1,42732,1:00
2019-03-21 00:00:00,83843,Lyon,Instagram,20190321,0,17851,0:00
2019-03-21 01:00:00,69874,Lyon,Instagram,20190321,1,224975,1:00
2019-03-21 02:00:00,14146,Lyon,Instagram,20190321,2,5640,2:00
2019-03-21 01:00:00,64988,Lyon,Instagram,20190321,1,436446,1:00
2019-03-21 05:00:00,65820,Lyon,Instagram,20190321,5,37071,5:00
2019-03-21 01:00:00,45006,Lyon,Instagram,20190321,1,4903,1:00
2019-03-21 02:00:00,101690,Lyon,Instagram,20190321,2,5420,2:00
2019-03-21 04:00:00,57021,Lyon,Instagram,20190321,4,2875,4:00
2019-03-21 05:00:00,42110,Lyon,Instagram,20190321,5,8234,5:00
2019-03-21 05:00:00,50463,Lyon,Instagram,20190321,5,1491,5:00
2019-03-21 01:00:00,56906,Lyon,Instagram,20190321,1,19047,1:00
2019-03-21 04:00:00,44071,Lyon,Instagram,20190321,4,14718,4:00
2019-03-21 00:00:00,106017,Lyon,Instagram,20190321,0,19529,0:00
2019-03-21 03:00:00,61293,Lyon,Instagram,20190321,3,86486,3:00
2019-03-21 04:00:00,96259,Lyon,Instagram,20190321,4,2153,4:00
2019-03-21 05:00:00,68618,Lyon,Instagram,20190321,5,5131,5:00
2019-03-21 05:00:00,60483,Lyon,Instagram,20190321,5,2218,5:00
2019-03-21 03:00:00,101170,Lyon,Instagram,20190321,3,587,3:00
2019-03-21 05:00:00,66057,Lyon,Instagram,20190321,5,6738,5:00
2019-03-21 02:00:00,101149,Lyon,Instagram,20190321,2,2661,2:00
2019-03-21 02:00:00,42836,Lyon,Instagram,20190321,2,9970,2:00
2019-03-21 05:00:00,85096,Lyon,Instagram,20190321,5,4251,5:00
2019-03-21 00:00:00,32523,Lyon,Instagram,20190321,0,7460,0:00
2019-03-21 04:00:00,11829,Lyon,Instagram,20190321,4,4297,4:00
2019-03-21 05:00:00,20173,Lyon,Instagram,20190321,5,2241,5:00
2019-03-21 00:00:00,38064,Lyon,Instagram,20190321,0,17906,0:00
2019-03-21 03:00:00,45186,Lyon,Instagram,20190321,3,5908,3:00
2019-03-21 01:00:00,61244,Lyon,Instagram,20190321,1,463691,1:00
2019-03-21 03:00:00,75851,Lyon,Instagram,20190321,3,3249,3:00
2019-03-21 03:00:00,97147,Lyon,Instagram,20190321,3,440,3:00
2019-03-21 02:00:00,81208,Lyon,Instagram,20190321,2,575,2:00
2019-03-21 03:00:00,61222,Lyon,Instagram,20190321,3,18609,3:00
2019-03-21 00:00:00,81920,Lyon,Instagram,20190321,0,59786,0:00
2019-03-21 03:00:00,7256,Lyon,Instagram,20190321,3,2347,3:00
2019-03-21 03:00:00,59731,Lyon,Instagram,20190321,3,9871,3:00
2019-03-21 02:00:00,44023,Lyon,Instagram,20190321,2,12237,2:00
2019-03-21 05:00:00,85552,Lyon,Instagram,20190321,5,1089,5:00
2019-03-21 03:00:00,65783,Lyon,Instagram,20190321,3,13692,3:00
2019-03-21 01:00:00,100868,Lyon,Instagram,20190321,1,3625,1:00
2019-03-21 00:00:00,56690,Lyon,Instagram,20190321,0,159304,0:00
2019-03-21 02:00:00,71773,Lyon,Instagram,20190321,2,1305,2:00
2019-03-21 03:00:00,100486,Lyon,Instagram,20190321,3,531,3:00
2019-03-21 00:00:00,13566,Lyon,Instagram,20190321,0,14878,0:00
2019-03-21 05:00:00,94014,Lyon,Instagram,20190321,5,1652,5:00
2019-03-21 03:00:00,51581,Lyon,Instagram,20190321,3,5403,3:00
2019-03-21 04:00:00,46599,Lyon,Instagram,20190321,4,3686,4:00
2019-03-21 00:00:00,71346,Lyon,Instagram,20190321,0,167710,0:00
2019-03-21 01:00:00,59627,Lyon,Instagram,20190321,1,3434,1:00
2019-03-21 00:00:00,53229,Lyon,Instagram,20190321,0,171121,0:00
2019-03-21 02:00:00,39175,Lyon,Instagram,20190321,2,4936,2:00
2019-03-21 04:00:00,112824,Lyon,Instagram,20190321,4,739,4:00
2019-03-21 00:00:00,91645,Lyon,Instagram,20190321,0,16423,0:00
2019-03-21 00:00:00,68362,Lyon,Instagram,20190321,0,49215,0:00
2019-03-21 04:00:00,74080,Lyon,Instagram,20190321,4,1011,4:00
2019-03-21 00:00:00,57622,Lyon,Instagram,20190321,0,25822,0:00
2019-03-21 02:00:00,61727,Lyon,Instagram,20190321,2,3447,2:00
2019-03-21 01:00:00,78006,Lyon,Instagram,20190321,1,9176,1:00
2019-03-21 04:00:00,27643,Lyon,Instagram,20190321,4,3580,4:00
2019-03-21 01:00:00,50129,Lyon,Instagram,20190321,1,7244,1:00
2019-03-21 00:00:00,37801,Lyon,Instagram,20190321,0,31167,0:00
2019-03-21 01:00:00,59177,Lyon,Instagram,20190321,1,11413,1:00
2019-03-21 05:00:00,50356,Lyon,Instagram,20190321,5,27575,5:00
2019-03-21 04:00:00,81486,Lyon,Instagram,20190321,4,2065,4:00
2019-03-21 02:00:00,32022,Lyon,Instagram,20190321,2,2775,2:00
2019-03-21 03:00:00,62062,Lyon,Instagram,20190321,3,11510,3:00
2019-03-21 03:00:00,98314,Lyon,Instagram,20190321,3,865,3:00
2019-03-21 01:00:00,69080,Lyon,Instagram,20190321,1,26021,1:00
2019-03-21 05:00:00,68399,Lyon,Instagram,20190321,5,46090,5:00
2019-03-21 01:00:00,96216,Lyon,Instagram,20190321,1,4099,1:00
2019-03-21 01:00:00,61557,Lyon,Instagram,20190321,1,192496,1:00
2019-03-21 01:00:00,115126,Lyon,Instagram,20190321,1,1900,1:00
2019-03-21 05:00:00,29655,Lyon,Instagram,20190321,5,6071,5:00
2019-03-21 03:00:00,59630,Lyon,Instagram,20190321,3,1081,3:00
2019-03-21 05:00:00,73368,Lyon,Instagram,20190321,5,7584,5:00
2019-03-21 05:00:00,73236,Lyon,Instagram,20190321,5,2314,5:00
2019-03-21 05:00:00,63084,Lyon,Instagram,20190321,5,2624,5:00
2019-03-21 05:00:00,58134,Lyon,Instagram,20190321,5,46234,5:00
2019-03-21 00:00:00,35717,Lyon,Instagram,20190321,0,31217,0:00
2019-03-21 00:00:00,108615,Lyon,Instagram,20190321,0,7542,0:00
